Number,Year,Date,State,Sublocation,Location,Lat,Long,Description,Source,Type,Rioter Classification,Target Classification,Actions,Recorded # Killed,Recorded # Injured,Persons Named as Rioters,Persons Named as Targets,Note
2,1833,1833/08,Pennsylvania,Dunnsburg,"Dunnsburg, PA",41.247361,-76.979092,"August: Riot between laborers working on the Great Island Dam and a number of boatmen. On Saturday morning a dispute over a boatload of stone, the laborers wanted it placed on the dam, led to a riot which continued until Sunday evening. One Irish laborer was killed. Several people were wounded. The militia was called out Sunday to quell the disturbance.","Common Advertiser, August 30, 1833",Ethnic/National; Religious; Labor,Worker; Irish; Catholic; Boatman,Worker; Irish; Catholic; Boatman,Lethal Violence,1,,,,
3,1833,1833/09,New York,Manchester,"Manchester, NY",42.970008,-77.228299,September: A peace officer was killed while attempting to quell a disturbance among some drunken rioters.,"Com. Adv., Sep. 17, 1833",Law,Unknown,Legal; Law Officer,Lethal Violence,1,,,,
4,1833,1833/12,South Carolina,Charleston,Charleston,32.786536,-79.942879,"December: A group of drunken Irish beat a native American (WASP?) to death. Next night 500 activists marched on Irish. Troops called, but stood helplessly as several houses were destroyed.","Bisson,Countdown to Violence, p.87-89",Unknown,Unknown,Irish; Catholic,Property Destroyed; Lethal Violence,1,,,,PTH edits
5,1833,1833/11,Massachusetts,Charlestown,Charleston,32.786536,-79.942879,"November: When Benjamin Daniels looked into an Irish dancing party through a window, his gaping was greeted by an attack. So terrific was the beating that Daniels died the next day. Engraged by Daniels' death, a mob formed the next evening and attempted to demolish Roger McGowan's house, the site of the Irish dance. The navy sent some men who temporarily halted the destruction, but as soon as they left, the mob finished its work.","Hammet, ""Two mobs…,"" p.899 and Com. Adv., December 2, 1833",Ethnic/National; Religious,Irish; Catholic; American; Protestant,Irish; Catholic; American; Protestant,Lethal Violence,1,,,,
1,1834,1834/01,Maryland,Williamsport,"Williamsport, Md",39.595218,-77.821478,"January-Feb: Canal workers from Cork fight with workers from Longford in an effort to protect their jobs. Several battles fought, resulting in 6 deaths.","Grinsted. ""Ante-Bellum Labor,"" JSH (1965), p.9",Labor; Gang,Worker; Canal Worker; Irish; Catholic; Gang,Worker; Canal Worker; Irish; Catholic; Gang,Lethal Violence,6,,,,
2,1834,1834/03,Louisiana,New Orleans,New Orleans,29.944425,-90.08651,March: Faction fight among canal workers. Several killed. (??) guards ordered out.,"Way.Common Labour, p.195,289",Labor,Worker; Canal Worker,Worker; Canal Worker,Lethal Violence,,,,,
3,1834,1834/06,Maryland,Maryland,Maryland,39.109037,-76.88685,June: Laborers on Washington railroad rioted. Fight was between Irish factions and four persons were killed. 30 or 40 rioters arrested. Militia from Baltimore ordered out to quell riot. Factions: Fardowns and Corkeans - one of those killed was a woman.,"Common Advertiser, June 19, 20, 1834",Labor; Gang,Worker; Irish; Catholic; Railroad Worker; Gang,Worker; Irish; Catholic; Railroad Worker; Woman; Gang,Lethal Violence,4,,,,
4,1834,1834/06,Maryland,Maryland,Maryland,39.109037,-76.88685,"June: Railroad workers again rioted in the evening. One man killed, two others seriously injured. Some Gerrons and oe Native American attacked.","NYEP, June 28, 1834",Labor; Ethnic/National; Racial,Worker; Railroad Worker,German; Native,Lethal Violence,1,2,,,
5,1834,1834/08,Pennsylvania,Philadelphia,Philadelphia,39.90153,-75.176711,"August: White mob begins by attacking ""flying horses"" amusement establishment that had been used by black and white people. But then turned to assaults on black people and their property for three nights. Two churches and over 30 houses destroyed, damaged, or looted. One black person died from the wounds inflicted during beating. 100s flee. Authorities use militia, etc., to quell the riot along Philadelphia.","Curray, p.106-7",Racial,White,Black; Religious; Church,Lethal Violence; Property Destroyed; Threat,1,,,,
6,1834,1834/10,Pennsylvania,Philadelphia,Philadelphia,39.90153,-75.176711,"October: Election riots. Jackson men in Moganensing driven from polls. Then whigs took Jackson headquarters, destroying two tents and cutting Jackson hickory tree. Later reinforced, Jackson men attack whig HQ on NE corner of Christian and Mostcalm sts. Whigs fired upon them wounding 15 or 20 - one later died. Enraged, Jackson men stormed the building and drove the whigs out. They set fire to the whig pole - iron bends prevented efforts to drop it down, and the fire spread to nearby houses. When firemen arrived, Jackson men beat them and prevented them from downing the flames.","Scharf and Wescott, p.639",Political,Political; Whig; Democrat,Political; Whig; Democrat; Firefighter,Lethal Violence; Property Destroyed; Effigy,1,,,,
7,1834,1834/11,Maryland,Maryland,Maryland,39.336873,-77.073283,"November: Baltimore and Ohio railroad workers - mainly Catholic Irish - riot. Troops called in from Washington DC. Grimsted says this riot included battle between Protestants and Catholics.Scharf says attack focused on contractor. Indeed, contractor's house attacked and he was beaten. Next day superintendent John Watson and two others killed. 300 Irish laborers arrested.","Billington, p.197",Labor; Religious; Ethnic/National,Irish; Catholic; Worker; Canal Worker,Contractor,Lethal Violence,3,,,John Watson,
1,1835,1835/05,Alabama,Mobile,"Mobile, AL",30.752871,-88.018008,May: Burning of Black man for allegedly murdering children,"James Elbert Cutler, Lynch-Law and Investigation into the History of Lynching in the United States (New York: Longman, Green, and Co., 1905), 108 from Michael J. Pfeifer, The Roots of Rough Justice: Origins of American Lynching (Urbana, University of Illinois Press, 2011).",Racial; Vigilante; Law,Vigilante,Black; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,,PTH
2,1835,1835/06,New York,New York City,NYC,40.720368,-74.001098,"June: Five Point riot between ""Americans"" and foreigners. Police quell. Dr. W.M. Caffrey killed and Justice Lowdnes wounded. Foreigners the Irish - if this is the same riot reported by Billington. Rioters gutted a tavern. Shots fired.","Headly, p.95; Weinbaum, p.55; Billington, p.196; Werner, p.38",Ethnic/National; Religious,Irish; Catholic; Protestant; Nativist; American,Irish; Catholic; Protestant; Nativist; American,Lethal Violence; Property Destroyed; Non-Lethal Violence,1,1,,W.M. Caffrey; Lowdnes,
3,1835,1835/07,Mississippi,Livingston,"Livingston, Mississippi",32.553009,-90.216046,"July: Fear of slave insurrection swept the state. The Livingston vigilance committee seized a poor man who had brought a load of corn to sell in Yazoo. Despite the efforts of Henry Foote, the comm. Hanged the man on the testimony of 3 secured black people.","Eaton. ""Mob Violence,"" p.361",Slavery; Racial; Law; Vigilante,Slaveholder; Vigilante; White,Black,Lethal Violence,1,,,,
4,1835,1835/07,Mississippi,Livingston,"Livingston, Mississippi",32.553009,-90.216046,"July: Two white people seized, sentenced by committee to be hanged. Both were executed.","Miles. ""Miss. Slave Insurrection,"" p.50",Slavery; Racial; Law; Vigilante,Slaveholder; Vigilante; White,White,Lethal Violence,2,,,,
5,1835,1835/07,Mississippi,Vicksburg,"Vicksburg, Miss",32.348425,-90.878273,"July: Argument between gambler and citizen triggered action against gamblers. When the gambler returned armed, apparently to kill the citizen, the crowd seized the gambler, tied him to a tree, whipped him, tarred and feathered him, and banished him. Next day citizens ordered all gamblers out of town. A search of gambling houses on the 6th led to more rioting. Besides destroying tables etc., some gamblers defended one house - rest had been abandoned. During the gun battle one citizen was shot and killed. The five gamblers were seized and hanged by the crowd.",H+W p.450-453,Vigilante; Law,Vigilante,Gambler,Lethal Violence; Threat; Humiliation; Property Destroyed; Non-Lethal Violence,6,,,,
6,1835,1835/07,Mississippi,Hinds Co.,"Hinds Co., Miss",32.29319,-90.261495,"July: Slave insurrection scare infects county and several committees form. When two leading committeemen allowed suspects to go free because of lack of evidence, one, William L. Sharken, came under mob attack. On night of July 6 an armed band from Madison Co. attempted to capture Sharkey. They tried again, but Sharkey defended himself, killing one.","Miles. ""Miss. Slave Insurrection,"" p.53-55",Slavery; Racial; Law; Vigilante,Vigilante,Unknown,Lethal Violence,1,,,William L. Sharken,
7,1835,1835/08,Maryland,Baltimore,Baltimore,39.293324,-76.615924,"August: Bank riot. On the evening of the 6th only a few windows broken as crowd was angry at rich investors because of the apparent failure of the bank of Maryland. Similar actions occurred on the night of the 7th. More serious rioting broke out on Saturday the 8th and mayor's guard, after fighting with clubs, fired into the crowd, killing five and wounding many more. But the rioting continued and the Mayor's guard left town. Six houses sacked between Saturday and Sunday. Voluntary guard under Samuel Smith finally gains control on Monday.","Grimsted. ""Democratic Rioting,""",Economic,Unknown,Bank,Lethal Violence; Property Destroyed; Threat; Non-Lethal Violence,5,,,Samuel Smith,
8,1835,1835/10,Vermont,Vergennes,"Vergennes, VT",44.16719,-73.253311,"October: Bawdy-house riot. 20-30 men break into house run by local madame. She had been charged with keeping a house of prostitution and wanred to leave several times. As the mob was breaking down the door, someone shot a gun from inside. One man was killed. No other resistance. House quickly leveled. Madame and male employee arrested.","Werner. ""Race Riots,"" p.42-43",Moral Panic; Vigilante,Vigilante,Brothel; Woman; Prostitute; Madame,Lethal Violence; Property Destroyed,1,,,,
1,1836,,Arkansas,Hot Springs Co.,Hot Springs Co.,34.3067,-92.98964,"Burning of William, an enslaved man, for allegedly murdering master, another white, and five slaves.","Taylor, Negro Slavery in Arkansas, 235-236 as listed in Pfeifer, Roots of Rough Justice.",Slavery; Racial; Vigilante; Law,White; Vigilante,Black; Slave; Alleged Criminal; Alleged Murderer,Lethal Violence,1,,,William,PTH
2,1836,1836/04,Missouri,St. Louis,St. Louis,38.663531,-90.278251,"April: Francis L. McIntosh, a black steamboat hand from Pittsburgh, killed a deputy sheriff and wounded another peace officer in resisting arrest. Overpowered McIntosh was placed in jail. But a mob took him from jail and burned him alive. A judge excused those arrested saying that they had been caught up in the ""electric frenzy"" of abolitionism.","Curray.Free Black, p.98;Memoir of Lovejoy, p.165-178",Racial; Vigilante; Law,White; Legal; Sheriff; Police; Vigilante; Judge,Black; Worker; Steamboat Hand,Lethal Violence; Threat,2,1,,Francis L. McIntosh,
3,1836,1836/04,Ohio,Cincinatti,Cincinatti,39.105032,-84.517971,"April: Fist fight between black and white boys triggered riot. White mobs invaded black neighborhood, set fire to houses, beat black people and forced some to flee. Governor declared martial law, but not before several African Americans killed.","Curry.Free Black, p.105-106",Racial,White; Youth,Black; Youth,Lethal Violence; Property Destroyed; Non-Lethal Violence; Threat,,,,,
4,1836,1836/08,Arkansas,Helena,"Helena, Arkansas",34.528041,-90.590919,August: Mob hangs an African American for stabbing a white during a fight.,"Werner. ""Race Riots,"" p.23",Racial; Vigilante; Law,White; Vigilante,Black,Lethal Violence,1,,,,
1,1837,1837/10,Mississippi,Vicksburg,"Vicksburg, Miss",32.348425,-90.878273,"October: Lynch law - ""One man has been dragged from the bosom of his family and so maimed and mutilated as to become an object of horror and pity; another was forced from his house and hung pon the next tree; and on Sunday the 24th an old man named Grace, formerly of Warrington, Va, was tried and acquitted before a magistrate, charged wtih giving free passes to negroes. The lawful decision did not satisfy the mob. He was stripped and flogged within hearing of the shrieks of his wife and children.""","Raleigh (NC)Standard, November 1, 1837",Slavery; Vigilante; Law,Vigilante,Unknown,Lethal Violence; Non-Lethal Violence; Seized Person(s),1,2,,Grace,
